state,pollster,n,mode,population,start.date,end.date,democratic_candidate,republican_candidate,undecided,other,partisan,two_party_sum,polltype,n_respondents,n_democratic_candidate,pct_democratic_candidate,n_republican_candidate,pct_republican_candidate,n_other,p_other
OH,Quinnipiac,497,Live Phone,Likely Voters,2016-09-27,2016-10-02,46,49,4,1,Nonpartisan,95,0,497,229,0.4842105263157895,244,0.5157894736842106,5,0.01
OH,UPI,548,Internet,Likely Voters,2016-09-19,2016-10-02,48,49,0,4,Nonpartisan,97,0,548,263,0.4948453608247423,269,0.5051546391752577,22,0.04
OH,TargetSmart,652,Live Phone/Online,Likely Voters,2016-09-15,2016-09-22,40,37,2,4,Nonpartisan,77,0,652,261,0.5194805194805194,241,0.4805194805194805,26,0.04
OH,TargetSmart,652,Live Phone/Online,Likely Voters,2016-09-15,2016-09-22,43,40,16,0,Nonpartisan,83,0,652,280,0.5180722891566265,261,0.4819277108433735,0,0
OH,Ipsos,550,Internet,Likely Voters,2016-09-02,2016-09-22,46,43,11,0,Nonpartisan,89,0,550,253,0.5168539325842697,236,0.48314606741573035,0,0
OH,FOX,737,Live Phone,Likely Voters,2016-09-18,2016-09-20,37,42,11,4,Nonpartisan,79,0,737,273,0.46835443037974683,310,0.5316455696202531,29,0.04
OH,FOX,737,Live Phone,Likely Voters,2016-09-18,2016-09-20,40,45,13,1,Nonpartisan,85,0,737,295,0.47058823529411764,332,0.5294117647058824,7,0.01
OH,GQR,400,Live Phone,Likely Voters,2016-09-10,2016-09-19,39,41,4,4,Sponsor,80,0,400,156,0.4875,164,0.5125,16,0.04
OH,Suffolk,500,Live Phone,Likely Voters,2016-09-12,2016-09-14,39,42,13,2,Nonpartisan,81,0,500,195,0.48148148148148145,210,0.5185185185185185,10,0.02
OH,Bloomberg,802,Live Phone,Likely Voters,2016-09-09,2016-09-12,43,48,3,6,Nonpartisan,91,0,802,345,0.4725274725274725,385,0.5274725274725275,48,0.06
OH,Bloomberg,802,Live Phone,Likely Voters,2016-09-09,2016-09-12,39,44,5,3,Nonpartisan,83,0,802,313,0.46987951807228917,353,0.5301204819277109,24,0.03
OH,CNN,769,Live Phone,Likely Voters,2016-09-07,2016-09-12,41,46,1,4,Nonpartisan,87,0,769,315,0.47126436781609193,354,0.5287356321839081,31,0.04
OH,CNN,769,Live Phone,Likely Voters,2016-09-07,2016-09-12,46,50,0,3,Nonpartisan,96,0,769,354,0.4791666666666667,384,0.5208333333333334,23,0.03
OH,CBS,994,Internet,Likely Voters,2016-09-07,2016-09-09,46,39,4,4,Nonpartisan,85,0,994,457,0.5411764705882353,388,0.4588235294117647,40,0.04
OH,Quinnipiac,775,Live Phone,Likely Voters,2016-08-29,2016-09-07,45,46,6,3,Nonpartisan,91,0,775,349,0.4945054945054945,356,0.5054945054945055,23,0.03
OH,Quinnipiac,775,Live Phone,Likely Voters,2016-08-29,2016-09-07,37,41,5,4,Nonpartisan,78,0,775,287,0.47435897435897434,318,0.5256410256410257,31,0.04
OH,Washington Post,2543,Internet,Registered Voters,2016-08-09,2016-09-01,43,46,11,0,Nonpartisan,89,1,2543,1093,0.48314606741573035,1170,0.5168539325842697,0,0
OH,Washington Post,2543,Internet,Registered Voters,2016-08-09,2016-09-01,37,40,7,4,Nonpartisan,77,1,2543,941,0.4805194805194805,1017,0.5194805194805194,102,0.04
OH,PPP,1134,IVR/Online,Likely Voters,2016-08-26,2016-08-27,46,42,12,0,Sponsor,88,0,1134,522,0.5227272727272727,476,0.4772727272727273,0,0
OH,Monmouth University,402,Live Phone,Likely Voters,2016-08-18,2016-08-21,43,39,8,0,Nonpartisan,82,0,402,173,0.524390243902439,157,0.47560975609756095,0,0
OH,CBS,997,Internet,Likely Voters,2016-08-17,2016-08-19,46,40,4,4,Nonpartisan,86,0,997,459,0.5348837209302325,399,0.46511627906976744,40,0.04
OH,NBC,889,Live Phone,Registered Voters,2016-08-03,2016-08-07,43,38,9,10,Nonpartisan,81,1,889,382,0.5308641975308642,338,0.4691358024691358,89,0.1
OH,NBC,889,Live Phone,Registered Voters,2016-08-03,2016-08-07,39,35,9,5,Nonpartisan,74,1,889,347,0.527027027027027,311,0.47297297297297297,44,0.05
OH,Quinnipiac,812,Live Phone,Likely Voters,2016-07-30,2016-08-07,49,45,4,2,Nonpartisan,94,0,812,398,0.5212765957446809,365,0.4787234042553192,16,0.02
OH,Quinnipiac,812,Live Phone,Likely Voters,2016-07-30,2016-08-07,44,42,3,4,Nonpartisan,86,0,812,357,0.5116279069767442,341,0.4883720930232558,32,0.04
OH,PPP,1334,IVR/Online,Likely Voters,2016-07-22,2016-07-24,39,42,10,2,Pollster,81,0,1334,520,0.48148148148148145,560,0.5185185185185185,27,0.02
OH,PPP,1334,IVR/Online,Likely Voters,2016-07-22,2016-07-24,45,45,10,0,Pollster,90,0,1334,600,0.5,600,0.5,0,0
OH,Suffolk,500,Live Phone,Likely Voters,2016-07-18,2016-07-20,44,44,12,0,Nonpartisan,88,0,500,220,0.5,220,0.5,0,0
OH,Suffolk,500,Live Phone,Likely Voters,2016-07-18,2016-07-20,43,39,13,1,Nonpartisan,82,0,500,215,0.524390243902439,195,0.47560975609756095,5,0.01
OH,CBS,1104,Internet,Likely Voters,2016-07-13,2016-07-15,44,40,5,11,Nonpartisan,84,0,1104,486,0.5238095238095238,442,0.47619047619047616,121,0.11
OH,Quinnipiac,955,Live Phone,Registered Voters,2016-06-30,2016-07-11,41,41,14,4,Nonpartisan,82,1,955,392,0.5,392,0.5,38,0.04
OH,Quinnipiac,955,Live Phone,Registered Voters,2016-06-30,2016-07-11,36,37,13,7,Nonpartisan,73,1,955,344,0.4931506849315068,353,0.5068493150684932,67,0.07
OH,NBC,848,Live Phone,Registered Voters,2016-07-05,2016-07-10,39,39,10,11,Nonpartisan,78,1,848,331,0.5,331,0.5,93,0.11
OH,NBC,848,Live Phone,Registered Voters,2016-07-05,2016-07-10,38,35,12,6,Nonpartisan,73,1,848,322,0.5205479452054794,297,0.4794520547945205,51,0.06
OH,Gravis Marketing,1270,Automated Phone,Registered Voters,2016-06-27,2016-06-28,46,47,0,7,Nonpartisan,93,1,1270,584,0.4946236559139785,597,0.5053763440860215,89,0.07
OH,RABA Research,599,Live Phone,Likely Voters,2016-06-22,2016-06-28,41,38,11,9,Nonpartisan,79,0,599,246,0.5189873417721519,228,0.4810126582278481,54,0.09
OH,PPP,708,IVR/Online,Likely Voters,2016-06-22,2016-06-23,44,40,16,0,Sponsor,84,0,708,312,0.5238095238095238,283,0.47619047619047616,0,0
OH,GQR,300,Live Phone,Likely Voters,2016-06-11,2016-06-20,47,48,2,3,Sponsor,95,0,300,141,0.49473684210526314,144,0.5052631578947369,9,0.03
OH,GQR,300,Live Phone,Likely Voters,2016-06-11,2016-06-20,41,41,4,1,Sponsor,82,0,300,123,0.5,123,0.5,3,0.01
OH,Quinnipiac,971,Live Phone,Registered Voters,2016-06-08,2016-06-19,40,40,14,6,Nonpartisan,80,1,971,388,0.5,388,0.5,58,0.06
OH,Quinnipiac,971,Live Phone,Registered Voters,2016-06-08,2016-06-19,38,36,13,5,Nonpartisan,74,1,971,369,0.5135135135135135,350,0.4864864864864865,49,0.05
OH,Zogby,679,Internet,Likely Voters,2016-05-18,2016-05-22,45,39,16,0,Nonpartisan,84,0,679,306,0.5357142857142857,265,0.4642857142857143,0,0
OH,Zogby,679,Internet,Likely Voters,2016-05-18,2016-05-22,38,33,20,9,Nonpartisan,71,0,679,258,0.5352112676056338,224,0.4647887323943662,61,0.09
OH,CBS,992,Internet,Likely Voters,2016-05-16,2016-05-19,44,39,17,0,Nonpartisan,83,0,992,436,0.5301204819277109,387,0.46987951807228917,0,0
OH,Quinnipiac,1042,Live Phone,Registered Voters,2016-04-27,2016-05-08,39,43,14,3,Nonpartisan,82,1,1042,406,0.47560975609756095,448,0.524390243902439,31,0.03
OH,PPP,799,IVR/Online,Registered Voters,2016-04-26,2016-04-27,45,42,14,0,Pollster,87,1,799,360,0.5172413793103449,336,0.4827586206896552,0,0
OH,NBC,2052,Live Phone,Registered Voters,2016-03-04,2016-03-10,48,42,10,0,Nonpartisan,90,1,2052,985,0.5333333333333333,862,0.4666666666666667,0,0
OH,PPP,1248,Automated Phone,Likely Voters,2016-03-04,2016-03-06,45,40,15,0,Pollster,85,0,1248,562,0.5294117647058824,499,0.47058823529411764,0,0
OH,CNN,884,Live Phone,Registered Voters,2016-03-02,2016-03-06,50,43,0,6,Nonpartisan,93,1,884,442,0.5376344086021505,380,0.46236559139784944,53,0.06
OH,Quinnipiac,1539,Live Phone,Registered Voters,2016-02-16,2016-02-20,42,44,12,2,Nonpartisan,86,1,1539,646,0.4883720930232558,677,0.5116279069767442,31,0.02
OH,Baldwin Wallace University,825,Internet,Likely Voters,2016-02-11,2016-02-20,37,39,4,20,Nonpartisan,76,0,825,305,0.4868421052631579,322,0.5131578947368421,165,0.2
OH,Quinnipiac,1180,Live Phone,Registered Voters,2015-09-25,2015-10-05,43,42,12,3,Nonpartisan,85,1,1180,507,0.5058823529411764,496,0.49411764705882355,35,0.03
OH,Quinnipiac,1096,Live Phone,Registered Voters,2015-08-07,2015-08-18,43,38,16,4,Nonpartisan,81,1,1096,471,0.5308641975308642,416,0.4691358024691358,44,0.04
OK,SurveyMonkey,1271,Internet,Likely Voters,2016-11-01,2016-11-07,32,57,2,10,Nonpartisan,89,0,1271,407,0.3595505617977528,724,0.6404494382022472,127,0.1
OK,UPI,323,Internet,Likely Voters,2016-10-30,2016-11-06,34,63,0,4,Nonpartisan,97,0,323,110,0.35051546391752575,203,0.6494845360824743,13,0.04
OK,Ipsos,664,Internet,Likely Voters,2016-10-17,2016-11-06,30,61,9,0,Nonpartisan,91,0,664,199,0.32967032967032966,405,0.6703296703296703,0,0
OK,SurveyMonkey,472,Internet,Likely Voters,2016-10-25,2016-10-31,31,54,2,12,Nonpartisan,85,0,472,146,0.36470588235294116,255,0.6352941176470588,57,0.12
OK,UPI,321,Internet,Likely Voters,2016-10-23,2016-10-29,33,63,0,4,Nonpartisan,96,0,321,106,0.34375,202,0.65625,13,0.04
OK,SurveyMonkey,493,Internet,Likely Voters,2016-10-18,2016-10-24,32,56,2,10,Nonpartisan,88,0,493,158,0.36363636363636365,276,0.6363636363636364,49,0.1
OK,SoonerPoll,530,Live Phone/Online,Likely Voters,2016-10-18,2016-10-20,30,60,6,5,Nonpartisan,90,0,530,159,0.3333333333333333,318,0.6666666666666666,26,0.05
OK,UPI,317,Internet,Likely Voters,2016-10-09,2016-10-16,34,63,0,4,Nonpartisan,97,0,317,108,0.35051546391752575,200,0.6494845360824743,13,0.04
OK,Ipsos,647,Internet,Likely Voters,2016-09-23,2016-10-13,36,51,13,0,Nonpartisan,87,0,647,233,0.41379310344827586,330,0.5862068965517241,0,0
OK,UPI,508,Internet,Likely Voters,2016-09-19,2016-10-02,32,65,0,4,Nonpartisan,97,0,508,163,0.32989690721649484,330,0.6701030927835051,20,0.04
OK,Ipsos,547,Internet,Likely Voters,2016-09-02,2016-09-22,30,55,15,0,Nonpartisan,85,0,547,164,0.35294117647058826,301,0.6470588235294118,0,0
OK,SoonerPoll,515,Live Phone/Online,Likely Voters,2016-09-13,2016-09-15,36,51,8,6,Nonpartisan,87,0,515,185,0.41379310344827586,263,0.5862068965517241,31,0.06
OK,Washington Post,1041,Internet,Registered Voters,2016-08-09,2016-09-01,33,57,10,0,Nonpartisan,90,1,1041,344,0.36666666666666664,593,0.6333333333333333,0,0
OK,Washington Post,1041,Internet,Registered Voters,2016-08-09,2016-09-01,26,49,4,20,Nonpartisan,75,1,1041,271,0.3466666666666667,510,0.6533333333333333,208,0.2
OK,SoonerPoll,398,Live Phone,Likely Voters,2016-07-20,2016-07-25,29,53,11,7,Nonpartisan,82,0,398,115,0.35365853658536583,211,0.6463414634146342,28,0.07
OR,SurveyMonkey,1595,Internet,Likely Voters,2016-11-01,2016-11-07,50,35,2,5,Nonpartisan,85,0,1595,798,0.5882352941176471,558,0.4117647058823529,80,0.05
OR,UPI,319,Internet,Likely Voters,2016-10-30,2016-11-06,51,43,0,6,Nonpartisan,94,0,319,163,0.5425531914893617,137,0.4574468085106383,19,0.06
OR,Ipsos,636,Internet,Likely Voters,2016-10-17,2016-11-06,47,37,16,0,Nonpartisan,84,0,636,299,0.5595238095238095,235,0.44047619047619047,0,0
OR,SurveyMonkey,743,Internet,Likely Voters,2016-10-25,2016-10-31,51,36,2,4,Nonpartisan,87,0,743,379,0.5862068965517241,267,0.41379310344827586,30,0.04
OR,DHM,504,Live Phone,Likely Voters,2016-10-25,2016-10-29,41,34,11,10,Nonpartisan,75,0,504,207,0.5466666666666666,171,0.4533333333333333,50,0.1
OR,UPI,313,Internet,Likely Voters,2016-10-23,2016-10-29,50,43,0,6,Nonpartisan,93,0,313,156,0.5376344086021505,135,0.46236559139784944,19,0.06
OR,SurveyMonkey,576,Internet,Likely Voters,2016-10-18,2016-10-24,51,32,3,5,Nonpartisan,83,0,576,294,0.6144578313253012,184,0.3855421686746988,29,0.05
OR,UPI,324,Internet,Likely Voters,2016-10-09,2016-10-16,51,43,0,7,Nonpartisan,94,0,324,165,0.5425531914893617,139,0.4574468085106383,23,0.07
OR,Riley Research,608,Live Phone,Likely Voters,2016-10-04,2016-10-14,46,36,4,9,Nonpartisan,82,0,608,280,0.5609756097560976,219,0.43902439024390244,55,0.09
OR,DHM,600,Live Phone,Likely Voters,2016-10-06,2016-10-13,43,36,7,8,Nonpartisan,79,0,600,258,0.5443037974683544,216,0.45569620253164556,48,0.08
OR,Ipsos,616,Internet,Likely Voters,2016-09-23,2016-10-13,47,37,16,0,Nonpartisan,84,0,616,290,0.5595238095238095,228,0.44047619047619047,0,0
OR,SurveyUSA,654,IVR/Online,Likely Voters,2016-10-10,2016-10-12,48,38,5,4,Nonpartisan,86,0,654,314,0.5581395348837209,249,0.4418604651162791,26,0.04
OR,Gravis Marketing,1248,IVR/Online,Registered Voters,2016-10-04,2016-10-04,47,39,8,2,Nonpartisan,86,1,1248,587,0.5465116279069767,487,0.45348837209302323,25,0.02
OR,UPI,502,Internet,Likely Voters,2016-09-19,2016-10-02,50,45,0,5,Nonpartisan,95,0,502,251,0.5263157894736842,226,0.47368421052631576,25,0.05
OR,Hoffman Research,605,Live Phone,Likely Voters,2016-09-29,2016-10-01,45,33,11,3,Pollster,78,0,605,272,0.5769230769230769,200,0.4230769230769231,18,0.03
OR,Ipsos,505,Internet,Likely Voters,2016-09-02,2016-09-22,44,41,15,0,Nonpartisan,85,0,505,222,0.5176470588235295,207,0.4823529411764706,0,0
OR,ICITIZEN,610,Internet,Registered Voters,2016-09-02,2016-09-07,43,28,8,10,Nonpartisan,71,1,610,262,0.6056338028169014,171,0.39436619718309857,61,0.1
OR,DHM,517,Live Phone,Registered Voters,2016-09-01,2016-09-06,38,25,17,11,Nonpartisan,63,1,517,196,0.6031746031746031,129,0.3968253968253968,57,0.11
OR,Washington Post,877,Internet,Registered Voters,2016-08-09,2016-09-01,55,36,9,0,Nonpartisan,91,1,877,482,0.6043956043956044,316,0.3956043956043956,0,0
OR,Washington Post,877,Internet,Registered Voters,2016-08-09,2016-09-01,47,32,3,7,Nonpartisan,79,1,877,412,0.5949367088607594,281,0.4050632911392405,61,0.07
OR,Clout Research,701,Live Phone,Likely Voters,2016-07-09,2016-07-13,43,40,8,3,Pollster,83,0,701,301,0.5180722891566265,280,0.4819277108433735,21,0.03
OR,ICITIZEN,555,Internet,Registered Voters,2016-06-23,2016-06-27,46,32,22,0,Nonpartisan,78,1,555,255,0.5897435897435898,178,0.41025641025641024,0,0
OR,Clout Research,657,Live Phone,Likely Voters,2016-05-10,2016-05-13,42,44,13,0,Pollster,86,0,657,276,0.4883720930232558,289,0.5116279069767442,0,0
OR,DHM,901,Live Phone,Likely Voters,2016-05-06,2016-05-09,43,32,15,11,Nonpartisan,75,0,901,387,0.5733333333333334,288,0.4266666666666667,99,0.11
PA,SurveyMonkey,2845,Internet,Likely Voters,2016-11-01,2016-11-07,46,43,3,3,Nonpartisan,89,0,2845,1309,0.5168539325842697,1223,0.48314606741573035,85,0.03
PA,UPI,390,Internet,Likely Voters,2016-10-30,2016-11-06,48,47,0,5,Nonpartisan,95,0,390,187,0.5052631578947369,183,0.49473684210526314,20,0.05
PA,Ipsos,955,Internet,Likely Voters,2016-10-17,2016-11-06,48,45,7,0,Nonpartisan,93,0,955,458,0.5161290322580645,430,0.4838709677419355,0,0
PA,CBS,931,Internet,Likely Voters,2016-11-03,2016-11-05,45,43,4,4,Nonpartisan,88,0,931,419,0.5113636363636364,400,0.48863636363636365,37,0.04
PA,Muhlenberg,405,Live Phone,Likely Voters,2016-10-30,2016-11-04,48,42,3,7,Nonpartisan,90,0,405,194,0.5333333333333333,170,0.4666666666666667,28,0.07
PA,Muhlenberg,405,Live Phone,Likely Voters,2016-10-30,2016-11-04,44,40,5,5,Nonpartisan,84,0,405,178,0.5238095238095238,162,0.47619047619047616,20,0.05
PA,Remington Research Group,2683,IVR/Live Phone,Likely Voters,2016-11-01,2016-11-02,46,45,3,2,Sponsor,91,0,2683,1234,0.5054945054945055,1207,0.4945054945054945,54,0.02
PA,Gravis Marketing,1016,IVR/Online,Registered Voters,2016-11-01,2016-11-02,47,45,3,4,Nonpartisan,92,1,1016,478,0.5108695652173914,457,0.4891304347826087,41,0.04
PA,PPP,1050,IVR/Online,Likely Voters,2016-10-31,2016-11-01,48,44,8,0,Sponsor,92,0,1050,504,0.5217391304347826,462,0.4782608695652174,0,0
PA,Susquehanna,681,IVR/Live Phone,Likely Voters,2016-10-31,2016-11-01,45,43,6,3,Pollster,88,0,681,306,0.5113636363636364,293,0.48863636363636365,20,0.03
PA,Monmouth University,403,Live Phone,Likely Voters,2016-10-29,2016-11-01,48,44,3,2,Nonpartisan,92,0,403,193,0.5217391304347826,177,0.4782608695652174,8,0.02
PA,Quinnipiac,612,Live Phone,Likely Voters,2016-10-27,2016-11-01,48,43,2,3,Nonpartisan,91,0,612,294,0.5274725274725275,263,0.4725274725274725,18,0.03
PA,Quinnipiac,612,Live Phone,Likely Voters,2016-10-27,2016-11-01,50,44,4,1,Nonpartisan,94,0,612,306,0.5319148936170213,269,0.46808510638297873,6,0.01
PA,CNN,799,Live Phone,Likely Voters,2016-10-27,2016-11-01,48,44,1,2,Nonpartisan,92,0,799,384,0.5217391304347826,352,0.4782608695652174,16,0.02
PA,CNN,799,Live Phone,Likely Voters,2016-10-27,2016-11-01,51,46,0,3,Nonpartisan,97,0,799,407,0.5257731958762887,368,0.4742268041237113,24,0.03
PA,SurveyMonkey,2255,Internet,Likely Voters,2016-10-25,2016-10-31,49,41,2,2,Nonpartisan,90,0,2255,1105,0.5444444444444444,925,0.45555555555555555,45,0.02
PA,Remington Research Group,1249,IVR/Live Phone,Likely Voters,2016-10-30,2016-10-30,45,43,6,1,Sponsor,88,0,1249,562,0.5113636363636364,537,0.48863636363636365,12,0.01
PA,Franklin and Marshall College,652,Live Phone/Online,Likely Voters,2016-10-26,2016-10-30,49,38,7,2,Nonpartisan,87,0,652,319,0.5632183908045977,248,0.4367816091954023,13,0.02
PA,UPI,366,Internet,Likely Voters,2016-10-23,2016-10-29,50,46,0,4,Nonpartisan,96,0,366,183,0.5208333333333334,168,0.4791666666666667,15,0.04
PA,CBS,1091,Internet,Likely Voters,2016-10-26,2016-10-28,48,40,2,5,Nonpartisan,88,0,1091,524,0.5454545454545454,436,0.45454545454545453,55,0.05
PA,Muhlenberg,420,Live Phone,Likely Voters,2016-10-20,2016-10-26,46,41,3,9,Nonpartisan,87,0,420,193,0.5287356321839081,172,0.47126436781609193,38,0.09
PA,Muhlenberg,420,Live Phone,Likely Voters,2016-10-20,2016-10-26,45,39,3,6,Nonpartisan,84,0,420,189,0.5357142857142857,164,0.4642857142857143,25,0.06
PA,NYT Upshot,824,Live Phone,Likely Voters,2016-10-23,2016-10-25,46,39,6,4,Nonpartisan,85,0,824,379,0.5411764705882353,321,0.4588235294117647,33,0.04
PA,NYT Upshot,824,Live Phone,Likely Voters,2016-10-23,2016-10-25,49,42,9,1,Nonpartisan,91,0,824,404,0.5384615384615384,346,0.46153846153846156,8,0.01
PA,SurveyMonkey,2131,Internet,Likely Voters,2016-10-18,2016-10-24,48,42,2,3,Nonpartisan,90,0,2131,1023,0.5333333333333333,895,0.4666666666666667,64,0.03
PA,Remington Research Group,1997,IVR/Live Phone,Likely Voters,2016-10-20,2016-10-22,45,42,7,1,Sponsor,87,0,1997,899,0.5172413793103449,839,0.4827586206896552,20,0.01
PA,Quinnipiac,660,Live Phone,Likely Voters,2016-10-10,2016-10-16,47,41,4,2,Nonpartisan,88,0,660,310,0.5340909090909091,271,0.4659090909090909,13,0.02
PA,Quinnipiac,660,Live Phone,Likely Voters,2016-10-10,2016-10-16,51,45,4,1,Nonpartisan,96,0,660,337,0.53125,297,0.46875,7,0.01
PA,UPI,380,Internet,Likely Voters,2016-10-09,2016-10-16,50,46,0,4,Nonpartisan,96,0,380,190,0.5208333333333334,175,0.4791666666666667,15,0.04
PA,Washington Post,1449,Internet,Likely Voters,2016-10-08,2016-10-16,51,42,7,0,Nonpartisan,93,0,1449,739,0.5483870967741935,609,0.45161290322580644,0,0
PA,Washington Post,1449,Internet,Likely Voters,2016-10-08,2016-10-16,46,40,3,3,Nonpartisan,86,0,1449,667,0.5348837209302325,580,0.46511627906976744,43,0.03
PA,Ipsos,2271,Internet,Likely Voters,2016-09-23,2016-10-13,46,42,12,0,Nonpartisan,88,0,2271,1045,0.5227272727272727,954,0.4772727272727273,0,0
PA,Bloomberg,806,Live Phone,Likely Voters,2016-10-07,2016-10-11,51,42,4,3,Nonpartisan,93,0,806,411,0.5483870967741935,339,0.45161290322580644,24,0.03
PA,Bloomberg,806,Live Phone,Likely Voters,2016-10-07,2016-10-11,48,39,3,4,Nonpartisan,87,0,806,387,0.5517241379310345,314,0.4482758620689655,32,0.04
PA,Lucid,1457,Internet,Likely Voters,2016-10-07,2016-10-10,47,38,7,2,Nonpartisan,85,0,1457,685,0.5529411764705883,554,0.4470588235294118,29,0.02
PA,Susquehanna,764,IVR/Live Phone,Likely Voters,2016-10-04,2016-10-09,44,40,8,3,Pollster,84,0,764,336,0.5238095238095238,306,0.47619047619047616,23,0.03
PA,CBS,997,Internet,Likely Voters,2016-10-05,2016-10-07,48,40,4,3,Nonpartisan,88,0,997,479,0.5454545454545454,399,0.45454545454545453,30,0.03
PA,NBC,709,Live Phone,Likely Voters,2016-10-03,2016-10-06,51,39,3,7,Nonpartisan,90,0,709,362,0.5666666666666667,277,0.43333333333333335,50,0.07
PA,NBC,709,Live Phone,Likely Voters,2016-10-03,2016-10-06,49,37,3,5,Nonpartisan,86,0,709,347,0.5697674418604651,262,0.43023255813953487,35,0.05
PA,Monmouth University,402,Live Phone,Likely Voters,2016-09-30,2016-10-03,50,40,2,3,Nonpartisan,90,0,402,201,0.5555555555555556,161,0.4444444444444444,12,0.03
PA,Franklin and Marshall College,813,Live Phone/Online,Registered Voters,2016-09-28,2016-10-02,48,36,7,9,Nonpartisan,84,1,813,390,0.5714285714285714,293,0.42857142857142855,73,0.09
PA,Franklin and Marshall College,496,Live Phone/Online,Likely Voters,2016-09-28,2016-10-02,47,38,9,0,Nonpartisan,85,0,496,233,0.5529411764705883,188,0.4470588235294118,0,0
PA,Quinnipiac,535,Live Phone,Likely Voters,2016-09-27,2016-10-02,45,41,6,3,Nonpartisan,86,0,535,241,0.5232558139534884,219,0.47674418604651164,16,0.03
PA,Quinnipiac,535,Live Phone,Likely Voters,2016-09-27,2016-10-02,48,43,8,1,Nonpartisan,91,0,535,257,0.5274725274725275,230,0.4725274725274725,5,0.01
PA,UPI,649,Internet,Likely Voters,2016-09-19,2016-10-02,46,50,0,4,Nonpartisan,96,0,649,299,0.4791666666666667,324,0.5208333333333334,26,0.04
PA,PPP,886,IVR/Online,Likely Voters,2016-09-27,2016-09-28,45,39,8,2,Pollster,84,0,886,399,0.5357142857142857,346,0.4642857142857143,18,0.02
PA,PPP,886,IVR/Online,Likely Voters,2016-09-27,2016-09-28,49,44,6,0,Pollster,93,0,886,434,0.5268817204301075,390,0.4731182795698925,0,0
PA,CNN,771,Live Phone,Likely Voters,2016-09-20,2016-09-25,45,44,1,3,Nonpartisan,89,0,771,347,0.5056179775280899,339,0.4943820224719101,23,0.03
PA,CNN,771,Live Phone,Likely Voters,2016-09-20,2016-09-25,50,47,0,3,Nonpartisan,97,0,771,386,0.5154639175257731,362,0.4845360824742268,23,0.03
PA,Muhlenberg,486,Live Phone,Likely Voters,2016-09-19,2016-09-23,44,41,4,11,Nonpartisan,85,0,486,214,0.5176470588235295,199,0.4823529411764706,53,0.11
PA,Muhlenberg,486,Live Phone,Likely Voters,2016-09-19,2016-09-23,40,38,6,7,Nonpartisan,78,0,486,194,0.5128205128205128,185,0.48717948717948717,34,0.07
PA,Mercyhurst University,420,Live Phone,Registered Voters,2016-09-12,2016-09-23,42,41,11,3,Nonpartisan,83,1,420,176,0.5060240963855421,172,0.4939759036144578,13,0.03
PA,Ipsos,709,Internet,Likely Voters,2016-09-02,2016-09-22,46,46,8,0,Nonpartisan,92,0,709,326,0.5,326,0.5,0,0
PA,GQR,400,Live Phone,Likely Voters,2016-09-10,2016-09-19,46,38,4,3,Sponsor,84,0,400,184,0.5476190476190477,152,0.4523809523809524,12,0.03
PA,Muhlenberg,405,Live Phone,Likely Voters,2016-09-12,2016-09-16,47,38,4,11,Nonpartisan,85,0,405,190,0.5529411764705883,154,0.4470588235294118,45,0.11
PA,Muhlenberg,405,Live Phone,Likely Voters,2016-09-12,2016-09-16,40,32,7,8,Nonpartisan,72,0,405,162,0.5555555555555556,130,0.4444444444444444,32,0.08
PA,Quinnipiac,778,Live Phone,Likely Voters,2016-08-29,2016-09-07,48,43,5,3,Nonpartisan,91,0,778,373,0.5274725274725275,335,0.4725274725274725,23,0.03
PA,Quinnipiac,778,Live Phone,Likely Voters,2016-08-29,2016-09-07,44,39,4,4,Nonpartisan,83,0,778,342,0.5301204819277109,303,0.46987951807228917,31,0.04
PA,CBS,1091,Internet,Likely Voters,2016-08-30,2016-09-02,45,37,6,5,Nonpartisan,82,0,1091,491,0.5487804878048781,404,0.45121951219512196,55,0.05
PA,Washington Post,2861,Internet,Registered Voters,2016-08-09,2016-09-01,47,43,10,0,Nonpartisan,90,1,2861,1345,0.5222222222222223,1230,0.4777777777777778,0,0
PA,Washington Post,2861,Internet,Registered Voters,2016-08-09,2016-09-01,41,38,5,4,Nonpartisan,79,1,2861,1173,0.5189873417721519,1087,0.4810126582278481,114,0.04
PA,PPP,814,IVR/Online,Likely Voters,2016-08-30,2016-08-31,47,42,11,0,Sponsor,89,0,814,383,0.5280898876404494,342,0.47191011235955055,0,0
PA,Monmouth University,402,Live Phone,Likely Voters,2016-08-26,2016-08-29,48,40,4,2,Nonpartisan,88,0,402,193,0.5454545454545454,161,0.45454545454545453,8,0.02
PA,Franklin and Marshall College,496,Live Phone/Online,Likely Voters,2016-08-25,2016-08-29,47,40,7,6,Nonpartisan,87,0,496,233,0.5402298850574713,198,0.45977011494252873,30,0.06
PA,Franklin and Marshall College,736,Live Phone/Online,Registered Voters,2016-08-25,2016-08-29,41,38,13,2,Nonpartisan,79,1,736,302,0.5189873417721519,280,0.4810126582278481,15,0.02
PA,PPP,1194,IVR/Online,Likely Voters,2016-08-26,2016-08-27,48,43,9,0,Sponsor,91,0,1194,573,0.5274725274725275,513,0.4725274725274725,0,0
PA,NBC,834,Live Phone,Registered Voters,2016-08-03,2016-08-07,48,37,6,9,Nonpartisan,85,1,834,400,0.5647058823529412,309,0.43529411764705883,75,0.09
